Year,Competition,Player Name,Nat.,Age,Height(Unit:m),Birthdate,Club,Position,Position Detail,Appearances,Assists,Penalty Kicks,Minutes Played,Minutes Per Goals,Goals Per Match,Goals,League Level,Salary,Salary Date,Joined Date,Contract Until,Player Agent,Date of Last Contract Extension,Highest Market Value,Date of Highest Value,player_href
2021,USL1,Aziel Jackson,United States,20,1.75,2001-10-25,North Carolina FC,AM,midfield - Attacking Midfield,12.0,3,0.0,824.0,824,0.08,1,Third Tier,83000,,2022-03-23,2022-11-30,,,83000,,https://www.transfermarkt.us/aziel-jackson/profil/spieler/889193
2021,USL1,Curtis Thorn,England,26,1.83,1995-09-02,South Georgia Tormenta FC,FB,Defender - Right-Back,27.0,2,0.0,2387.0,2387,0.04,1,Third Tier,110000,,2020-08-27,2022-11-30,STAG Management,2021-12-01,110000,,https://www.transfermarkt.us/curtis-thorn/profil/spieler/805910
2021,USL1,Luis Arriaga,United States,20 (21),1.7,2001-01-26,North Carolina FC,AM,midfield - Attacking Midfield,22.0,2,0.0,1529.0,1529,0.05,1,Third Tier,165000,,2021-03-11,2022-11-30,,2021-12-01,220000,,https://www.transfermarkt.us/luis-arriaga/profil/spieler/469856
2021,USL1,Chris Cole,United States,25 (26),1.85,1996-02-03,Richmond Kickers,FB,Defender - Left-Back,18.0,2,0.0,1272.0,1272,0.06,1,Third Tier,110000,,2021-04-29,2022-11-30,,2022-02-01,110000,,https://www.transfermarkt.us/chris-cole/profil/spieler/889026
2021,USL1,Christian Lue Young,United States,24 (25),1.83,1996-12-09,Fort Lauderdale CF,FB,Defender - Right-Back,16.0,2,0.0,1196.0,1196,0.06,1,Third Tier,110000,,2022-01-06,2022-11-30,,,110000,,https://www.transfermarkt.us/christian-lue-young/profil/spieler/637313
2021,USL1,Rodney Michael,Sierra Leone,22,1.73,1999-08-10,South Georgia Tormenta FC,W,attack - Right Winger,16.0,2,0.0,914.0,914,0.06,1,Second Tier,83000,,2022-03-22,2022-11-30,,,83000,,https://www.transfermarkt.us/rodney-michael/profil/spieler/866504
2021,USL1,Rey Ortiz,United States-Mexico,24 (25),1.65,1997-01-07,Chattanooga Red Wolves SC,AM,midfield - Attacking Midfield,16.0,2,0.0,756.0,756,0.06,1,Third Tier,110000,,2021-06-03,2022-11-30,YMU Group,2021-12-15,110000,,https://www.transfermarkt.us/rey-ortiz/profil/spieler/404319
2021,USL1,Nelson Martínez,El Salvador-United States,20 (21),1.75,2001-03-03,North Carolina FC,FB,Defender - Right-Back,27.0,1,0.0,2140.0,2140,0.04,1,Third Tier,138000,,2021-03-26,2022-11-30,,2021-11-24,138000,,https://www.transfermarkt.us/nelson-martinez/profil/spieler/513964
2021,USL1,Brandon Fricke,United States,29 (30),1.85,1992-03-22,Greenville Triumph SC,CB,Defender - Centre-Back,27.0,1,0.0,2317.0,2317,0.04,1,Third Tier,220000,,2019-12-03,2022-11-30,Bridges Sports Management,2022-01-12,220000,,https://www.transfermarkt.us/brandon-fricke/profil/spieler/226628
2021,USL1,Ferrety Sousa,DR Congo-United States,30 (31),1.68,1990-12-25,Union Omaha,FB,Defender - Right-Back,27.0,1,0.0,2198.0,2198,0.04,1,Second Tier,138000,,2022-01-25,2022-11-30,Path2Pro,,138000,,https://www.transfermarkt.us/ferrety-sousa/profil/spieler/283734
2021,USL1,Ivan Magalhães,Brazil,27 (28),1.86,1993-12-23,Richmond Kickers,CB,Defender - Centre-Back,26.0,1,0.0,2335.0,2335,0.04,1,,,,2021-11-12,,Tavares Agency LLC,2021-03-01,220000,,https://www.transfermarkt.us/ivan-magalhaes/profil/spieler/417615
2021,USL1,Braxton Taghvai-Najib,United States-Iran,18 (19),1.7,2002-12-23,Fort Lauderdale CF,CM,midfield - Central Midfield,21.0,1,0.0,893.0,893,0.05,1,Third Tier,83000,,2022-02-24,2022-11-30,,,83000,,https://www.transfermarkt.us/braxton-taghvai-najib/profil/spieler/794566
2021,USL1,Jesus Ibarra,United States,23 (24),1.78,1997-11-10,Greenville Triumph SC,W,attack - Left Winger,21.0,1,0.0,981.0,981,0.05,1,Third Tier,83000,,2021-04-20,2022-11-30,,2022-01-19,83000,,https://www.transfermarkt.us/jesus-ibarra/profil/spieler/650447
2021,USL1,Daltyn Knutson,United States,24 (25),1.88,1997-03-01,Union Omaha,CB,Defender - Centre-Back,21.0,1,0.0,1793.0,1793,0.05,1,Third Tier,165000,,2020-01-14,2022-11-30,,2021-12-21,165000,,https://www.transfermarkt.us/daltyn-knutson/profil/spieler/636582
2021,USL1,Blake Frischknecht,United States,26,1.91,1995-05-10,Chattanooga Red Wolves SC,CF,attack - Centre-Forward,19.0,1,0.0,965.0,965,0.05,1,,83000,,2021-12-01,,Felkrem,,110000,,https://www.transfermarkt.us/blake-frischknecht/profil/spieler/676876
2021,USL1,Jahkeele Marshall-Rutty,Canada-Jamaica,17,1.65,2004-06-16,Toronto FC II,W,attack - Right Winger,7.0,1,0.0,500.0,500,0.14,1,First Tier,3.30m,,2020-01-22,2022-12-31,Agent is known - Player under 18,,3.30m,,https://www.transfermarkt.us/jahkeele-marshall-rutty/profil/spieler/640852
2021,USL1,Freddy Vargas,Venezuela,22 (23),1.78,1999-04-01,North Texas SC,W,attack - Left Winger,4.0,1,0.0,300.0,300,0.25,1,,440000,,2017-07-01,,TSM833 & Club22,,440000,,https://www.transfermarkt.us/freddy-vargas/profil/spieler/494437
2021,USL1,Kosi Thompson,Canada,18 (19),1.8,2003-01-27,Toronto FC II,W,midfield - Right Midfield,27.0,0,0.0,1520.0,1520,0.04,1,First Tier,138000,,2022-02-25,2024-12-31,,,138000,,https://www.transfermarkt.us/kosi-thompson/profil/spieler/893148
2021,USL1,Maximiliano Schenfeld,Chile-Argentina,29,1.75,1992-10-18,FC Tucson,FB,Defender - Left-Back,24.0,0,0.0,2116.0,2116,0.04,1,Third Tier,110000,,2022-03-10,2022-11-30,A10 PRO,,110000,,https://www.transfermarkt.us/maximiliano-schenfeld/profil/spieler/589634
2021,USL1,Malick Mbaye,Senegal,24 (25),1.83,1996-11-24,North Carolina FC,CB,Defender - Centre-Back,24.0,0,0.0,1653.0,1653,0.04,1,,110000,,2021-12-01,,,,110000,,https://www.transfermarkt.us/malick-mbaye/profil/spieler/735794
2021,USL1,Nick O'Callaghan,United States,24 (25),1.83,1997-03-11,South Georgia Tormenta FC,CB,Defender - Centre-Back,23.0,0,0.0,1847.0,1847,0.04,1,,165000,,2021-12-01,,,,165000,,https://www.transfermarkt.us/nick-ocallaghan/profil/spieler/752639
2021,USL1,Abel Caputo,Venezuela-Italy,20 (21),1.78,2000-11-07,Fort Lauderdale CF,W,attack - Right Winger,21.0,0,0.0,1137.0,1137,0.05,1,Third Tier,83000,,2021-04-09,2022-11-30,RedWine Sports,2022-02-24,83000,,https://www.transfermarkt.us/abel-caputo/profil/spieler/677694
2021,USL1,Kevin Politz,United States,25 (26),1.83,1996-03-22,Toronto FC II,CB,Defender - Centre-Back,21.0,0,0.0,1629.0,1629,0.05,1,,,,2021-12-01,,Remington Ellis Management,,193000,,https://www.transfermarkt.us/kevin-politz/profil/spieler/375568
2021,USL1,Thorn Simpson,Jamaica,23 (24),,1998-02-22,North Carolina FC,CF,attack - Centre-Forward,20.0,0,0.0,844.0,844,0.05,1,,83000,,2022-01-01,,ANTHONY FINNIGAN T/A PLAYERS,,83000,,https://www.transfermarkt.us/thorn-simpson/profil/spieler/880075
2021,USL1,Pecka,Brazil,32 (33),1.72,1989-05-02,North Carolina FC,CM,midfield - Defensive Midfield,19.0,0,0.0,1196.0,1196,0.05,1,Third Tier,138000,,2019-12-24,2022-11-30,,2021-12-06,275000,,https://www.transfermarkt.us/pecka/profil/spieler/197498
2021,USL1,Talen Maples,United States,22 (23),1.83,1998-11-20,Toronto FC II,CB,Defender - Centre-Back,19.0,0,0.0,1447.0,1447,0.05,1,Third Tier,138000,,2022-02-19,2022-11-30,,,138000,,https://www.transfermarkt.us/talen-maples/profil/spieler/636492
2021,USL1,Alex Bruce,England-United States,23,1.85,1998-10-28,North Texas SC,CF,attack - Centre-Forward,18.0,0,0.0,495.0,495,0.06,1,Third Tier,83000,,2022-03-22,2022-11-30,Beswicks Sports Ltd,,138000,,https://www.transfermarkt.us/alex-bruce/profil/spieler/561040
2021,USL1,Joshua Phelps,Australia,28 (29),1.93,1993-02-10,South Georgia Tormenta FC,CB,Defender - Centre-Back,18.0,0,0.0,1498.0,1498,0.06,1,Third Tier,138000,,2018-09-11,2023-11-30,,2021-12-08,193000,,https://www.transfermarkt.us/joshua-phelps/profil/spieler/585726
2021,USL1,Christian Enriquez,United States,23,1.73,1998-10-25,Forward Madison FC,CM,midfield - Central Midfield,15.0,0,0.0,1056.0,1056,0.07,1,Third Tier,138000,,2021-06-18,2022-11-30,Schiano Soccer,2021-12-21,138000,,https://www.transfermarkt.us/christian-enriquez/profil/spieler/570449
2021,USL1,Drew Hardin,United States,17,,2004-10-18,Fort Lauderdale CF,CM,midfield - Central Midfield,15.0,0,0.0,576.0,576,0.07,1,Third Tier,83000,,2022-02-24,2022-11-30,,,83000,,https://www.transfermarkt.us/drew-hardin/profil/spieler/882090
2021,USL1,Rafa Mentzingen,Brazil,25 (26),1.73,1996-05-02,Chattanooga Red Wolves SC,CF,attack - Second Striker,15.0,0,0.0,686.0,686,0.07,1,Third Tier,165000,,2021-02-12,2022-11-30,R13 Fussball,2021-12-14,220000,,https://www.transfermarkt.us/rafa-mentzingen/profil/spieler/587391
2021,USL1,Lars Eckenrode,United States-Germany,26 (27),1.91,1995-03-24,South Georgia Tormenta FC,CB,Defender - Centre-Back,14.0,0,0.0,1246.0,1246,0.07,1,Third Tier,110000,,2018-12-11,2022-11-30,Ascension Athletes,2022-02-16,110000,,https://www.transfermarkt.us/lars-eckenrode/profil/spieler/495565
2021,USL1,Gabriel de Morais,Brazil,19 (20),1.91,2002-03-06,North Texas SC,CF,attack - Centre-Forward,11.0,0,0.0,395.0,395,0.09,1,,55000,,,,GR2,,55000,,https://www.transfermarkt.us/gabriel-de-morais/profil/spieler/916700
2021,USL1,Esmir Bajraktarevic,United States-Bosnia-Herzegovina,16 (17),1.75,2005-03-10,New England Revolution II,AM,midfield - Attacking Midfield,11.0,0,0.0,453.0,453,0.09,1,Third Tier,83000,,2021-11-18,2022-11-30,,,83000,,https://www.transfermarkt.us/esmir-bajraktarevic/profil/spieler/925862
2021,USL1,Jorge Luna,Venezuela-Uruguay,27 (28),1.85,1994-01-26,Chattanooga Red Wolves SC,CB,Defender - Centre-Back,8.0,0,0.0,557.0,557,0.13,1,Third Tier,55000,,2021-01-29,2022-11-30,no agent,2021-12-17,220000,,https://www.transfermarkt.us/jorge-luna/profil/spieler/346122
2021,USL1,Nico Brown,Jamaica-United States,23,1.8,1998-08-11,Greenville Triumph SC,W,attack - Left Winger,7.0,0,0.0,120.0,120,0.14,1,Third Tier,55000,,2021-09-01,2022-11-30,Tavares Agency LLC,2021-12-15,55000,,https://www.transfermarkt.us/nico-brown/profil/spieler/866253
2021,USL1,Ricardo Rivera,Puerto Rico-United States,24 (25),1.75,1997-04-17,Union Omaha,CF,attack - Centre-Forward,7.0,0,0.0,215.0,215,0.14,1,Third Tier,55000,,2021-08-11,2022-11-30,,2022-02-10,55000,,https://www.transfermarkt.us/ricardo-rivera/profil/spieler/457588
2021,USL1,Alejandro Viniegra,Mexico-Brazil,19 (20),1.7,2002-02-13,North Texas SC,AM,midfield - Attacking Midfield,6.0,0,0.0,255.0,255,0.17,1,,55000,,2022-04-27,,DK,,55000,,https://www.transfermarkt.us/alejandro-viniegra/profil/spieler/574769
2021,USL1,Noble Okello,Canada-Uganda,21,1.95,2000-07-20,Toronto FC II,CM,midfield - Defensive Midfield,3.0,0,1.0,243.0,243,0.33,1,First Tier,605000,,2019-01-22,2022-12-31,YMU Group,2021-12-01,605000,,https://www.transfermarkt.us/noble-okello/profil/spieler/544025
2021,USL1,Nkosi Tafari,United States,24 (25),1.93,1997-03-23,North Texas SC,CB,Defender - Centre-Back,2.0,0,0.0,169.0,169,0.5,1,First Tier,660000,,2020-01-09,2024-12-31,,2021-12-17,660000,,https://www.transfermarkt.us/nkosi-tafari/profil/spieler/501877
2021,USL1,Luca Petrasso,Canada,21,1.8,2000-06-16,Toronto FC II,FB,Defender - Left-Back,,,,,,,,First Tier,138000,,2022-01-11,2023-12-31,NOVERA Sports,,138000,,https://www.transfermarkt.us/luca-petrasso/profil/spieler/494826
2021,USL1,Kazu,Brazil,22,1.75,2000-03-18,North Texas SC,FB,Defender - Left-Back,,,,,,,,,165000,,2020-01-01,,Under,2021-01-29,165000,,https://www.transfermarkt.us/kazu/profil/spieler/428993
2021,USL1,Deri Corfe,England,24,1.83,1998-03-03,FC Tucson,W,midfield - Left Midfield,3.0,-,,202.0,-,,-,Third Tier,110000,,2021-04-13,2022-11-30,,2021-12-02,110000,,https://www.transfermarkt.us/deri-corfe/profil/spieler/735814
2021,USL1,Juan Galindrez,Colombia,27,1.82,1994-07-04,Chattanooga Red Wolves SC,CF,attack - Centre-Forward,1.0,-,,13.0,-,,-,Third Tier,165000,,2021-02-23,2022-11-30,,2021-12-10,165000,,https://www.transfermarkt.us/juan-galindrez/profil/spieler/600903
2021,USL1,Modesto Méndez,Cuba,24,1.88,1998-01-06,Inter Miami CF II,CB,Defender - Centre-Back,,,,,,,,Third Tier,138000,,2020-02-15,2022-11-30,,2022-02-24,138000,,https://www.transfermarkt.us/modesto-mendez/profil/spieler/744587
2021,USL1,Damia Viader,Spain,24,1.75,1998-02-19,Union Omaha,FB,Defender - Left-Back,,,,,,,,Second Tier,220000,,2022-03-02,2022-11-30,,,220000,,https://www.transfermarkt.us/damia-viader/profil/spieler/737151
2021,USL1,José Carrera,Mexico,26,1.64,1995-07-20,Chattanooga Red Wolves SC,CM,midfield - Central Midfield,5.0,1,,450.0,-,,-,Third Tier,165000,,2020-12-01,2022-11-30,Path2Pro,2021-12-07,165000,,https://www.transfermarkt.us/jose-carrera/profil/spieler/378483
2021,USL1,Andrew Booth,Jamaica,24,,1997-07-16,Greenville Triumph SC,W,midfield - Right Midfield,,,,,,,,Second Tier,110000,,2022-01-03,2022-11-30,Remington Ellis Management,,110000,,https://www.transfermarkt.us/andrew-booth/profil/spieler/509539
2021,USL1,Emiliano Terzaghi,Argentina,29,1.7,1993-03-06,Richmond Kickers,CF,attack - Centre-Forward,4.0,-,,353.0,118,,3,Third Tier,220000,,2020-01-24,2022-11-30,CMWSportsMngt,2020-12-01,385000,,https://www.transfermarkt.us/emiliano-terzaghi/profil/spieler/193779
2021,USL1,Conor Doyle,Ireland,30,1.88,1991-10-13,Union Omaha,CM,midfield - Central Midfield,4.0,1,,360.0,-,,-,Third Tier,193000,,2021-01-22,2022-11-30,,2021-12-21,495000,,https://www.transfermarkt.us/conor-doyle/profil/spieler/158233
2021,USL1,Jackson Dietrich,Germany,25,,1996-09-27,Chattanooga Red Wolves SC,CM,midfield,20.0,2,,670.0,335,,2,,83000,,2021-12-01,,ProConnect Soccer,,83000,,https://www.transfermarkt.us/jackson-dietrich/profil/spieler/843820
2021,USL1,Abel Caputo,Venezuela,21,1.78,2000-11-07,Inter Miami CF II,W,attack - Right Winger,,,,,,,,Third Tier,83000,,2021-04-09,2022-11-30,RedWine Sports,2022-02-24,83000,,https://www.transfermarkt.us/abel-caputo/profil/spieler/677694
2021,USL1,Akira Fitzgerald,Japan,34,1.8,1987-07-17,Richmond Kickers,GK,Goalkeeper,4.0,1,,,,,,Third Tier,110000,,2019-02-06,2023-11-30,Football Company Srl,2021-12-02,275000,,https://www.transfermarkt.us/akira-fitzgerald/profil/spieler/191921
2021,USL1,Nelson Martínez,El Salvador,21,1.75,2001-03-03,North Carolina FC,FB,Defender - Right-Back,3.0,-,,213.0,-,,-,Third Tier,138000,,2021-03-26,2022-11-30,,2021-11-24,138000,,https://www.transfermarkt.us/nelson-martinez/profil/spieler/513964
2021,USL1,Rashid Nuhu,Ghana,26,1.88,1995-12-07,Union Omaha,GK,Goalkeeper,3.0,2,,,,,,Third Tier,165000,,2020-02-16,2022-11-30,Remington Ellis Management,2022-01-14,165000,,https://www.transfermarkt.us/rashid-nuhu/profil/spieler/674379
2021,USL1,Colby Quiñones,Puerto Rico,19,1.7,2003-04-13,New England Revolution II,FB,Defender - Right-Back,,,,,,,,Third Tier,138000,,2020-11-30,2022-11-30,Octagon,,138000,,https://www.transfermarkt.us/colby-quinones/profil/spieler/799506
2021,USL1,Josiah Trimmingham,Trinidad and Tobago,25,1.88,1996-12-14,Forward Madison FC,CB,Defender - Centre-Back,24.0,2,,1610.0,403,,4,,138000,,2022-01-01,,Futbol Marketing Group,,138000,,https://www.transfermarkt.us/josiah-trimmingham/profil/spieler/482812
2021,USL1,Pablo Jara,Chile,28,1.82,1994-04-02,South Georgia Tormenta FC,GK,Goalkeeper,3.0,2,,,,,,Third Tier,165000,,2018-11-27,2023-11-30,,2020-11-17,193000,,https://www.transfermarkt.us/pablo-jara/profil/spieler/585724
2021,USL1,Edison Azcona,Dominican Republic,18,1.68,2003-11-21,Inter Miami CF II,W,attack - Left Winger,,,,,,,,First Tier,110000,,2021-01-26,2022-12-31,,,110000,,https://www.transfermarkt.us/edison-azcona/profil/spieler/794699
2021,USL1,Greg Hurst,Scotland,25,1.85,1997-04-08,Union Omaha,CF,attack - Centre-Forward,,,,,,,,Second Tier,248000,,2022-01-17,2023-11-30,,,248000,,https://www.transfermarkt.us/greg-hurst/profil/spieler/365032
2021,USL1,Joshua Phelps,Australia,29,1.93,1993-02-10,South Georgia Tormenta FC,CB,Defender - Centre-Back,4.0,-,,343.0,-,,-,Third Tier,138000,,2018-09-11,2023-11-30,,2021-12-08,193000,,https://www.transfermarkt.us/joshua-phelps/profil/spieler/585726
2021,USL1,Malick Mbaye,Senegal,25,1.83,1996-11-24,North Carolina FC,CB,Defender - Centre-Back,24.0,-,,1653.0,1.653,,1,,110000,,2021-12-01,,,,110000,,https://www.transfermarkt.us/malick-mbaye/profil/spieler/735794
2021,USL1,Jay Tee Kamara,Sierra Leone,19,1.61,2002-05-10,North Carolina FC,AM,midfield - Attacking Midfield,,,,,,,,Third Tier,165000,,2022-02-18,2022-11-30,,,165000,,https://www.transfermarkt.us/jay-tee-kamara/profil/spieler/858901
2021,USL1,Pierre Cayet,France,22,1.83,1999-07-07,New England Revolution II,CB,Defender - Centre-Back,,,,,,,,Third Tier,110000,,2021-04-28,2022-11-30,,,110000,,https://www.transfermarkt.us/pierre-cayet/profil/spieler/669359
2021,USL1,Kobe Pérez,Guatemala,25,1.7,1997-04-10,South Georgia Tormenta FC,CM,midfield - Central Midfield,28.0,1,,1032.0,516,,2,,110000,,2021-12-01,,,,110000,,https://www.transfermarkt.us/kobe-perez/profil/spieler/690600
2021,USL1,François Dulysse,Haiti,23,1.83,1999-04-13,New England Revolution II,CB,Defender - Centre-Back,4.0,-,,360.0,-,,-,Third Tier,83000,,2022-02-12,2022-11-30,,,83000,,https://www.transfermarkt.us/francois-dulysse/profil/spieler/628837
2021,USL1,Marco Micaletto,Italy,26,1.78,1996-01-19,South Georgia Tormenta FC,AM,midfield - Attacking Midfield,,,,,,,,Third Tier,248000,,2022-02-25,2022-11-30,NOVERA Sports,,248000,,https://www.transfermarkt.us/marco-micaletto/profil/spieler/511763
2021,USL1,João Delgado,Portugal,27,,1994-09-15,FC Tucson,AM,midfield - Attacking Midfield,23.0,3,,1369.0,685,,2,Third Tier,110000,,2021-02-17,2022-11-30,First Wave Sports,2021-12-02,110000,,https://www.transfermarkt.us/joao-delgado/profil/spieler/352948
2021,USL1,Aimé Mabika,Zambia,23,1.95,1998-08-16,Inter Miami CF II,CB,Defender - Centre-Back,,,,,,,,First Tier,165000,,2022-01-13,2023-12-31,,2022-01-13,165000,,https://www.transfermarkt.us/aime-mabika/profil/spieler/637490
2021,USL1,Victor Falck,Sweden,24,1.85,1997-10-24,Richmond Kickers,CM,midfield - Defensive Midfield,2.0,1,,180.0,-,,-,Third Tier,193000,,2022-02-13,2022-11-30,Path2Pro,,193000,,https://www.transfermarkt.us/victor-falck/profil/spieler/636293
2021,USL1,Andreas Vaikla,Estonia,25,1.97,1997-02-19,Toronto FC II,GK,Goalkeeper,,,,,,,,,165000,,2022-03-24,,DKSM GROUP,,220000,,https://www.transfermarkt.us/andreas-vaikla/profil/spieler/250391
2021,USL1,Ferrety Sousa,DR Congo,31,1.68,1990-12-25,Union Omaha,FB,Defender - Right-Back,,,,,,,,Second Tier,138000,,2022-01-25,2022-11-30,Path2Pro,,138000,,https://www.transfermarkt.us/ferrety-sousa/profil/spieler/283734
2021,USL1,Tobias Otieno,Kenya,23,,1998-10-25,Union Omaha,CM,midfield - Defensive Midfield,28.0,4,,1936.0,1.936,,1,Third Tier,110000,,2022-02-15,2023-11-30,Ascension Athletes,,110000,,https://www.transfermarkt.us/tobias-otieno/profil/spieler/708944
2021,USL1,Beni Redzic,Bosnia-Herzegovina,19,1.78,2002-09-26,North Texas SC,W,attack - Left Winger,,,,,,,,First Tier,110000,,2021-04-09,2022-12-31,ICM Stellar Sports,,110000,,https://www.transfermarkt.us/beni-redzic/profil/spieler/674610
2021,USL1,Oalex Anderson,St. Vincent & Grenadinen,26,1.73,1995-11-11,Richmond Kickers,CF,attack - Centre-Forward,4.0,1,,263.0,263,,1,Third Tier,138000,,2022-01-18,2022-11-30,"Jordie Isen, Football Agent",,193000,,https://www.transfermarkt.us/oalex-anderson/profil/spieler/313448
2021,USL1,Abdi Mohamed,Somalia,25,1.8,1996-10-25,Greenville Triumph SC,FB,Defender - Right-Back,,,,,,,,Third Tier,165000,,2022-02-25,2022-11-30,NOVERA Sports,,165000,,https://www.transfermarkt.us/abdi-mohamed/profil/spieler/637318
2021,USL1,Raheem Somersall,St. Kitts & Nevis,24,1.78,1997-07-05,South Georgia Tormenta FC,CM,midfield - Defensive Midfield,3.0,-,,244.0,-,,-,Third Tier,83000,,2021-12-02,2022-11-30,"Jordie Isen, Football Agent",,83000,,https://www.transfermarkt.us/raheem-somersall/profil/spieler/488981
2021,USL1,Mohamed Kone,Burkina Faso,28,1.89,1993-12-12,FC Tucson,CB,Defender - Centre-Back,13.0,1,,1049.0,-,,-,,138000,,2021-12-01,,no agent,,330000,,https://www.transfermarkt.us/mohamed-kone/profil/spieler/352807
2021,USL1,Elma N'For,Cameroon,26,1.72,1995-12-12,Union Omaha,CF,attack - Centre-Forward,47.0,4,,2380.0,476,,5,,110000,,2021-12-01,,,,138000,,https://www.transfermarkt.us/elma-nfor/profil/spieler/663309
2021,USL1,Bernard Kamungo,Tanzania,20,1.75,2002-01-01,North Texas SC,W,attack - Right Winger,,,,,,,,Third Tier,165000,,2021-03-25,2022-11-30,D2PSports,,165000,,https://www.transfermarkt.us/bernard-kamungo/profil/spieler/876809
2021,USL1,Caiser Gomes,Guinea-Bissau,22,1.83,2000-04-04,North Texas SC,CB,Defender - Centre-Back,21.0,1,,1750.0,-,,-,,110000,,2019-07-01,,,,110000,,https://www.transfermarkt.us/caiser-gomes/profil/spieler/729621
2021,USL1,Nazmi Albadawi,Palästina,30,1.8,1991-08-24,North Carolina FC,CM,midfield - Central Midfield,12.0,-,,901.0,451,,2,,,,2021-09-12,,Topnotch Management,,385000,,https://www.transfermarkt.us/nazmi-albadawi/profil/spieler/308162
2021,USL1,Marios Lomis,Netherlands,27,1.88,1995-01-24,Greenville Triumph SC,CF,attack - Centre-Forward,,,,,,,,,220000,,2022-01-25,2022-06-30,Topnotch Management,,275000,,https://www.transfermarkt.us/marios-lomis/profil/spieler/323917
2021,USL1,Meny Silva,Cape Verde,20,1.73,2002-02-22,New England Revolution II,W,attack - Right Winger,,,,,,,,Third Tier,55000,,2020-01-21,2022-11-30,,,55000,,https://www.transfermarkt.us/meny-silva/profil/spieler/738682
2021,USL1,Dallas Jaye,Guam,28,1.83,1993-06-19,Greenville Triumph SC,GK,Goalkeeper,,,,,,,,Second Tier,138000,,2022-01-19,2022-11-30,First Team,,138000,,https://www.transfermarkt.us/dallas-jaye/profil/spieler/256547
2021,USL1,Luca Mayr-Fälten,Austria,26,1.76,1996-04-06,South Georgia Tormenta FC,W,midfield - Right Midfield,,,,,,,,,165000,,2022-01-01,2022-06-30,,,165000,,https://www.transfermarkt.us/luca-mayr-falten/profil/spieler/202415
2021,USL1,Edward Kizza,Uganda,23,1.75,1998-12-17,New England Revolution II,CF,attack - Centre-Forward,,,,,,,,Second Tier,220000,,2022-03-30,2022-11-30,ICM Stellar Sports,,220000,,https://www.transfermarkt.us/edward-kizza/profil/spieler/857412
2021,USL1,Shermaine Martina,Curacao,26,1.8,1996-04-14,North Carolina FC,CM,midfield - Defensive Midfield,11.0,-,,662.0,-,,-,,110000,,2021-12-01,,Soccer4Future,,193000,,https://www.transfermarkt.us/shermaine-martina/profil/spieler/386174
2021,USL1,Kristo Strickler,Philippines,23,1.78,1998-09-05,South Georgia Tormenta FC,AM,midfield - Attacking Midfield,15.0,1,,283.0,-,,-,,83000,,2021-12-01,,Ascension Athletes,,83000,,https://www.transfermarkt.us/kristo-strickler/profil/spieler/638677
2021,USL1,Esteban Calvo,Costa Rica,24,1.8,1997-05-24,Richmond Kickers,FB,Defender - Right-Back,37.0,-,,3044.0,-,,-,,165000,,2022-02-01,,Invicta,,165000,,https://www.transfermarkt.us/esteban-calvo/profil/spieler/763522
2021,USL1,David Texeira,Uruguay,31,1.82,1991-02-27,Chattanooga Red Wolves SC,CF,attack - Centre-Forward,4.0,-,,149.0,-,,-,Third Tier,110000,,2021-09-24,2022-11-30,Fetama Sports Management,2022-02-23,3.30m,,https://www.transfermarkt.us/david-texeira/profil/spieler/143182
2021,USL1,Luca Petrasso,Canada,21,1.8,2000-06-16,Toronto FC II,FB,Defender - Left-Back,,,,,,,,First Tier,138000,,2022-01-11,2023-12-31,NOVERA Sports,,138000,,https://www.transfermarkt.us/luca-petrasso/profil/spieler/494826
2021,USL1,Kazu,Brazil,22,1.75,2000-03-18,North Texas SC,FB,Defender - Left-Back,,,,,,,,,165000,,2020-01-01,,Under,2021-01-29,165000,,https://www.transfermarkt.us/kazu/profil/spieler/428993
2021,USL1,Deri Corfe,England,24,1.83,1998-03-03,FC Tucson,W,midfield - Left Midfield,3.0,-,,202.0,-,,-,Third Tier,110000,,2021-04-13,2022-11-30,,2021-12-02,110000,,https://www.transfermarkt.us/deri-corfe/profil/spieler/735814
2021,USL1,Juan Galindrez,Colombia,27,1.82,1994-07-04,Chattanooga Red Wolves SC,CF,attack - Centre-Forward,1.0,-,,13.0,-,,-,Third Tier,165000,,2021-02-23,2022-11-30,,2021-12-10,165000,,https://www.transfermarkt.us/juan-galindrez/profil/spieler/600903
2021,USL1,Modesto Méndez,Cuba,24,1.88,1998-01-06,Inter Miami CF II,CB,Defender - Centre-Back,,,,,,,,Third Tier,138000,,2020-02-15,2022-11-30,,2022-02-24,138000,,https://www.transfermarkt.us/modesto-mendez/profil/spieler/744587
2021,USL1,Damia Viader,Spain,24,1.75,1998-02-19,Union Omaha,FB,Defender - Left-Back,,,,,,,,Second Tier,220000,,2022-03-02,2022-11-30,,,220000,,https://www.transfermarkt.us/damia-viader/profil/spieler/737151
2021,USL1,José Carrera,Mexico,26,1.64,1995-07-20,Chattanooga Red Wolves SC,CM,midfield - Central Midfield,5.0,1,,450.0,-,,-,Third Tier,165000,,2020-12-01,2022-11-30,Path2Pro,2021-12-07,165000,,https://www.transfermarkt.us/jose-carrera/profil/spieler/378483
2021,USL1,Andrew Booth,Jamaica,24,,1997-07-16,Greenville Triumph SC,W,midfield - Right Midfield,,,,,,,,Second Tier,110000,,2022-01-03,2022-11-30,Remington Ellis Management,,110000,,https://www.transfermarkt.us/andrew-booth/profil/spieler/509539
