Player,Wy_Position,Wy_Contract expires,Wy_Team,Wy_Team within selected timeframe,Wy_Age,Wy_Birth country,Wy_Passport country,Wy_Foot,Wy_Market value,Wy_Rating,Wy_Rating_predict,Wy_Rating_diff,TM_Salary,TM_Salary Date,TM_Highest Market Value,TM_Date of Highest Value,TM_Joined Date,TM_Contract Until,TM_Date of Last Contract Extension,TM_Player Agent,TM_Player Name,TM_Nat.,TM_Age,TM_Club,TM_Position Detail,TM_player_href
E. Azcona,"AM,W,CF",,Inter Miami,Fort Lauderdale,18.0,Dominican Republic,"Dominican Republic, United States",,107000.0,6.81,6.977237299406388,0.16723729940638865,110000,,110000,,2021-01-26,2022-12-31,,,Edison Azcona,Dominican Republic,18,Inter Miami CF II,attack - Left Winger,https://www.transfermarkt.us/edison-azcona/profil/spieler/794699
E. Azcona,"AM,W,CF",,Inter Miami,Fort Lauderdale,18.0,Dominican Republic,"Dominican Republic, United States",,107000.0,6.81,6.977237299406388,0.16723729940638865,110000,,110000,,2021-01-26,2022-12-31,,,Edison Azcona,Dominican Republic,18,Inter Miami CF II,attack - Left Winger,https://www.transfermarkt.us/edison-azcona/profil/spieler/794699
S. Alves,"CM,AM,CF",2021-11-30,Richmond Kickers,Richmond Kickers,25.0,Brazil,"Brazil, United States",,80250.0,6.77,6.7643247838893465,-0.005675216110653025,,,,,,,,,,,,,,
J. Pérez,"CM,CF",,Dundalk,Forward Madison,24.0,United States,"United States, Mexico",left,80250.0,6.91,6.818342722515907,-0.09165727748409314,,,,,,,,,,,,,,
A. Panchot,CF,,Union Omaha,Union Omaha,25.0,United States,United States,right,80250.0,6.54,6.752712112426824,0.21271211242682408,,,,,,,,,,,,,,
T. Jacquel,CF,,North Texas,North Texas,24.0,France,France,,80250.0,6.88,6.8563702231658405,-0.023629776834159344,83000,,83000,,2022-01-08,2023-06-30,,,Thibaut Jacquel,France,24 (25),North Texas SC,attack - Centre-Forward,https://www.transfermarkt.us/thibaut-jacquel/profil/spieler/635970
A. Jackson,"AM,CF",2022-12-31,Minnesota United,North Carolina FC,20.0,United States,United States,,80250.0,6.83,6.8360640014347895,0.006064001434789468,83000,,83000,,2022-03-23,2022-11-30,,,Aziel Jackson,United States,20,North Carolina FC,midfield - Attacking Midfield,https://www.transfermarkt.us/aziel-jackson/profil/spieler/889193
B. Frischknecht,CF,,Chattanooga Red Wolves,Chattanooga Red Wolves,26.0,United States,United States,,80250.0,6.65,6.601066344069363,-0.0489336559306377,83000,,110000,,2021-12-01,,,Felkrem,Blake Frischknecht,United States,26,Chattanooga Red Wolves SC,attack - Centre-Forward,https://www.transfermarkt.us/blake-frischknecht/profil/spieler/676876
R. Michael,"W,CF",,Tormenta,Tormenta,22.0,Sierra Leone,Sierra Leone,unknown,80250.0,6.75,6.737168689031333,-0.012831310968667076,83000,,83000,,2022-03-22,2022-11-30,,,Rodney Michael,Sierra Leone,22,South Georgia Tormenta FC,attack - Right Winger,https://www.transfermarkt.us/rodney-michael/profil/spieler/866504
A. Bruce,"AM,CF",,North Texas,North Texas,23.0,England,England,right,80250.0,6.5,6.599339373752099,0.09933937375209911,83000,,138000,,2022-03-22,2022-11-30,,Beswicks Sports Ltd,Alex Bruce,England-United States,23,North Texas SC,attack - Centre-Forward,https://www.transfermarkt.us/alex-bruce/profil/spieler/561040
K. Strickler,"W,CF",,Tormenta,Tormenta,23.0,United States,United States,,80250.0,6.62,6.8395633495986665,0.2195633495986664,83000,,83000,,2021-12-01,,,Ascension Athletes,Kristo Strickler,Philippines,23,South Georgia Tormenta FC,midfield - Attacking Midfield,https://www.transfermarkt.us/kristo-strickler/profil/spieler/638677
K. Strickler,"W,CF",,Tormenta,Tormenta,23.0,United States,United States,,80250.0,6.62,6.8395633495986665,0.2195633495986664,83000,,83000,,2021-12-01,,,Ascension Athletes,Kristo Strickler,Philippines,23,South Georgia Tormenta FC,midfield - Attacking Midfield,https://www.transfermarkt.us/kristo-strickler/profil/spieler/638677
K. Strickler,"W,CF",,Tormenta,Tormenta,23.0,United States,United States,,80250.0,6.62,6.8395633495986665,0.2195633495986664,83000,,83000,,2021-12-01,,,Ascension Athletes,Kristo Strickler,Philippines,23,South Georgia Tormenta FC,midfield - Attacking Midfield,https://www.transfermarkt.us/kristo-strickler/profil/spieler/638677
T. Simpson,"W,CF",,Molynes United,North Carolina FC,22.0,Jamaica,Jamaica,both,80250.0,6.53,6.5532660856805185,0.023266085680518245,83000,,83000,,2022-01-01,,,ANTHONY FINNIGAN T/A PLAYERS,Thorn Simpson,Jamaica,23 (24),North Carolina FC,attack - Centre-Forward,https://www.transfermarkt.us/thorn-simpson/profil/spieler/880075
J. Ibarra,"W,CF",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,right,80250.0,6.87,6.919825145865487,0.04982514586548703,83000,,83000,,2021-04-20,2022-11-30,2022-01-19,,Jesus Ibarra,United States,23 (24),Greenville Triumph SC,attack - Left Winger,https://www.transfermarkt.us/jesus-ibarra/profil/spieler/650447
A. Diakhate,"W,CF",,Tucson,Tucson,27.0,Senegal,Senegal,right,80250.0,6.62,6.83050441719873,0.21050441719873003,,,,,,,,,,,,,,
N. Fuson,"AM,W,CF",,Columbus Crew II,Forward Madison,22.0,United States,United States,,80250.0,6.76,6.858728131609738,0.09872813160973859,83000,,83000,,2022-02-18,2022-11-30,,ICM Stellar Sports,Noah Fuson,United States,21 (22),Forward Madison FC,attack - Centre-Forward,https://www.transfermarkt.us/noah-fuson/profil/spieler/802208
Y. Subah,CF,,Real Monarchs,North Carolina FC,17.0,United States,United States,unknown,53500.0,6.4,3.7322336327561327,-2.6677663672438676,,,,,,,,,,,,,,
A. Marshall,CF,,Chattanooga Red Wolves,Chattanooga Red Wolves,,United States,United States,,0.0,0.0,3.7322336327561327,3.7322336327561327,,,,,,,,,,,,,,
C. Zaragoza,"AM,CF",,Chattanooga Red Wolves,Chattanooga Red Wolves,18.0,United States,United States,unknown,0.0,6.3,3.7322336327561327,-2.567766367243867,,,,,,,,,,,,,,
K. Poku,CF,,Toronto II,Toronto II,17.0,Canada,Canada,,0.0,6.3,3.7322336327561327,-2.567766367243867,,,,,,,,,,,,,,
E. N'For,"W,CF",,Union Omaha,Union Omaha,25.0,Cameroon,Cameroon,,0.0,6.54,6.810794202226858,0.2707942022268579,110000,,138000,,2021-12-01,,,,Elma N'For,Cameroon,26,Union Omaha,attack - Centre-Forward,https://www.transfermarkt.us/elma-nfor/profil/spieler/663309
E. N'For,"W,CF",,Union Omaha,Union Omaha,25.0,Cameroon,Cameroon,,0.0,6.54,6.810794202226858,0.2707942022268579,110000,,138000,,2021-12-01,,,,Elma N'For,Cameroon,26,Union Omaha,attack - Centre-Forward,https://www.transfermarkt.us/elma-nfor/profil/spieler/663309
E. N'For,"W,CF",,Union Omaha,Union Omaha,25.0,Cameroon,Cameroon,,0.0,6.54,6.810794202226858,0.2707942022268579,110000,,138000,,2021-12-01,,,,Elma N'For,Cameroon,26,Union Omaha,attack - Centre-Forward,https://www.transfermarkt.us/elma-nfor/profil/spieler/663309
M. Tsicoulias,"W,CF",,Virginia Cavaliers,New England II,18.0,United States,United States,,0.0,6.66,6.8538997357222256,0.1938997357222254,,,,,2021-08-01,,,,Michael Tsicoulias,United States,18 (19),New England Revolution II,attack - Centre-Forward,https://www.transfermarkt.us/michael-tsicoulias/profil/spieler/796428
R. Torres,CF,,North Texas,North Texas,19.0,United States,United States,,0.0,0.0,3.7322336327561327,3.7322336327561327,,,,,,,,,,,,,,
H. González,CF,,Richmond Kickers,Richmond Kickers,29.0,Argentina,Argentina,,0.0,6.56,6.715474357039793,0.15547435703979318,,,,,,,,,,,,,,
D. Hernandez,"AM,CF",,North Texas,North Texas,23.0,United States,United States,,0.0,6.97,6.977303968696853,0.00730396869685368,,,,,,,,,,,,,,
R. Rivera,CF,,Union Omaha,Union Omaha,24.0,Puerto Rico,Puerto Rico,,0.0,6.66,6.732859110729089,0.07285911072908924,55000,,55000,,2021-08-11,2022-11-30,2022-02-10,,Ricardo Rivera,Puerto Rico-United States,24 (25),Union Omaha,attack - Centre-Forward,https://www.transfermarkt.us/ricardo-rivera/profil/spieler/457588
J. Casas,CF,,Chicago Fire,Forward Madison,18.0,United States,United States,,0.0,6.3,6.377739339826836,0.07773933982683623,,,,,,,,,,,,,,
