Player,Wy_Position,Wy_Contract expires,Wy_Team,Wy_Team within selected timeframe,Wy_Age,Wy_Birth country,Wy_Passport country,Wy_Foot,Wy_Market value,Wy_Market_value_predict,Wy_Market_value_diff,TM_Salary,TM_Salary Date,TM_Highest Market Value,TM_Date of Highest Value,TM_Joined Date,TM_Contract Until,TM_Date of Last Contract Extension,TM_Player Agent,TM_Player Name,TM_Nat.,TM_Age,TM_Club,TM_Position Detail,TM_player_href
C. Adams,W,,Tormenta,Tormenta,26.0,United States,United States,right,53500.0,79306.03824326974,25806.038243269737,,,,,,,,,,,,,,
Alejandro,"AM,W",,North Texas,North Texas,19.0,Brazil,Brazil,right,53500.0,120331.65618248282,66831.65618248282,,,,,,,,,,,,,,
C. McCall,"CM,W",,,Tormenta,25.0,Scotland,Scotland,,26750.0,70533.3765923742,43783.3765923742,,,,,,,,,,,,,,
J. Bucknor,"FB,W",,Michigan Wolverines,Fort Lauderdale,19.0,United States,United States,,0.0,60191.99493448096,60191.99493448096,,,,,,,,,,,,,,
R. Frame,"AM,W",,North Carolina U16/17,North Carolina FC,18.0,United States,United States,,0.0,41308.00501222528,41308.00501222528,,,,,,,,,,,,,,
J. Dietrich,"AM,W",,Chattanooga Red Wolves,Chattanooga Red Wolves,25.0,Germany,"Germany, United States",,0.0,100665.27304558308,100665.27304558308,83000,,83000,,2021-12-01,,,ProConnect Soccer,Jackson Dietrich,Germany-United States,25,Chattanooga Red Wolves SC,midfield,https://www.transfermarkt.us/jackson-dietrich/profil/spieler/843820
J. Dietrich,"AM,W",,Chattanooga Red Wolves,Chattanooga Red Wolves,25.0,Germany,"Germany, United States",,0.0,100665.27304558308,100665.27304558308,83000,,83000,,2021-12-01,,,ProConnect Soccer,Jackson Dietrich,Germany,25,Chattanooga Red Wolves SC,midfield,https://www.transfermarkt.us/jackson-dietrich/profil/spieler/843820
J. Dietrich,"AM,W",,Chattanooga Red Wolves,Chattanooga Red Wolves,25.0,Germany,"Germany, United States",,0.0,100665.27304558308,100665.27304558308,83000,,83000,,2021-12-01,,,ProConnect Soccer,Jackson Dietrich,Germany,25,Chattanooga Red Wolves SC,midfield,https://www.transfermarkt.us/jackson-dietrich/profil/spieler/843820
J. Dietrich,"AM,W",,Chattanooga Red Wolves,Chattanooga Red Wolves,25.0,Germany,"Germany, United States",,0.0,100665.27304558308,100665.27304558308,83000,,83000,,2021-12-01,,,ProConnect Soccer,Jackson Dietrich,Germany,25,Chattanooga Red Wolves SC,midfield,https://www.transfermarkt.us/jackson-dietrich/profil/spieler/843820
Bryan Scoffield,W,,Richmond Kickers,Richmond Kickers,21.0,United States,United States,,0.0,67124.97829599796,67124.97829599796,,,,,,,,,,,,,,
L. Lawrence,W,,Tucson,Tucson,20.0,United States,United States,,0.0,23367.66431949083,23367.66431949083,,,,,,,,,,,,,,
C. McLagan,"FB,W",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,,0.0,46885.09327069355,46885.09327069355,,,,,,,,,,,,,,
E. Vanacore-Decker,"W,CF",2021-11-30,Union Omaha,Union Omaha,27.0,United States,United States,right,0.0,93485.17848753279,93485.17848753279,,,,,,,,,,,,,,
E. N'For,"W,CF",,Union Omaha,Union Omaha,25.0,Cameroon,Cameroon,,0.0,94935.49858587854,94935.49858587854,110000,,138000,,2021-12-01,,,,Elma N'For,Cameroon,26,Union Omaha,attack - Centre-Forward,https://www.transfermarkt.us/elma-nfor/profil/spieler/663309
E. N'For,"W,CF",,Union Omaha,Union Omaha,25.0,Cameroon,Cameroon,,0.0,94935.49858587854,94935.49858587854,110000,,138000,,2021-12-01,,,,Elma N'For,Cameroon,26,Union Omaha,attack - Centre-Forward,https://www.transfermarkt.us/elma-nfor/profil/spieler/663309
E. N'For,"W,CF",,Union Omaha,Union Omaha,25.0,Cameroon,Cameroon,,0.0,94935.49858587854,94935.49858587854,110000,,138000,,2021-12-01,,,,Elma N'For,Cameroon,26,Union Omaha,attack - Centre-Forward,https://www.transfermarkt.us/elma-nfor/profil/spieler/663309
M. Tsicoulias,"W,CF",,Virginia Cavaliers,New England II,18.0,United States,United States,,0.0,64918.27944746081,64918.27944746081,,,,,2021-08-01,,,,Michael Tsicoulias,United States,18 (19),New England Revolution II,attack - Centre-Forward,https://www.transfermarkt.us/michael-tsicoulias/profil/spieler/796428
R. Beckham,W,,Fort Lauderdale,Fort Lauderdale,19.0,England,England,,0.0,82490.57000903013,82490.57000903013,,,,,,,,,,,,,,
G. Hampton,W,,Mercer Bears,Tormenta,19.0,United States,United States,,0.0,15103.614728755894,15103.614728755894,,,,,,,,,,,,,,
C. Cuellar,W,,FIU Panthers,Fort Lauderdale,18.0,United States,United States,,0.0,60364.85402867177,60364.85402867177,,,,,,,,,,,,,,
R. Thakur,"AM,W",,North Carolina FC,North Carolina FC,18.0,United States,United States,unknown,0.0,11754.119224260392,11754.119224260392,,,,,,,,,,,,,,
J. Goodall,"FB,AM,W",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,,0.0,77362.05467682955,77362.05467682955,,,,,,,,,,,,,,
E. Bajraktarevic,"AM,W",,New England II,New England II,,United States,United States,,0.0,59969.933150597506,59969.933150597506,83000,,83000,,2021-11-18,2022-11-30,,,Esmir Bajraktarevic,United States-Bosnia-Herzegovina,16 (17),New England Revolution II,midfield - Attacking Midfield,https://www.transfermarkt.us/esmir-bajraktarevic/profil/spieler/925862
H. Avayevu,"AM,W",,North Texas,North Texas,19.0,Ghana,Ghana,unknown,0.0,127251.86794404265,127251.86794404265,,,,,,,,,,,,,,
M. Silva,"AM,W",,New England II,New England II,19.0,United States,"United States, Cape Verde Islands",,0.0,75792.48214671602,75792.48214671602,55000,,55000,,2020-01-21,2022-11-30,,,Meny Silva,Cape Verde,20,New England Revolution II,attack - Right Winger,https://www.transfermarkt.us/meny-silva/profil/spieler/738682
M. Silva,"AM,W",,New England II,New England II,19.0,United States,"United States, Cape Verde Islands",,0.0,75792.48214671602,75792.48214671602,55000,,55000,,2020-01-21,2022-11-30,,,Meny Silva,Cape Verde,20,New England Revolution II,attack - Right Winger,https://www.transfermarkt.us/meny-silva/profil/spieler/738682
M. Silva,"AM,W",,New England II,New England II,19.0,United States,"United States, Cape Verde Islands",,0.0,75792.48214671602,75792.48214671602,55000,,55000,,2020-01-21,2022-11-30,,,Meny Silva,Cape Verde,20,New England Revolution II,attack - Right Winger,https://www.transfermarkt.us/meny-silva/profil/spieler/738682
C. Molina,"FB,W",,Union Omaha,Union Omaha,23.0,El Salvador,"El Salvador, United States",,0.0,43126.72165748681,43126.72165748681,,,,,,,,,,,,,,
Y. Galvan-Mercado,W,,Union Omaha,Union Omaha,18.0,United States,"United States, Guatemala",,0.0,57239.50745828999,57239.50745828999,,,,,,,,,,,,,,
J. Espana,"AM,W",,Chattanooga Red Wolves,Chattanooga Red Wolves,26.0,United States,United States,,0.0,139358.22735797393,139358.22735797393,,,,,,,,,,,,,,
J. Murphy,"AM,W",,Union Omaha,Union Omaha,21.0,United States,"United States, Republic of Ireland",right,0.0,83980.09457432128,83980.09457432128,,,,,,,,,,,,,,
N. Brown,"AM,W",,Greenville Triumph,Greenville Triumph,,United States,United States,,0.0,93332.53157903695,93332.53157903695,55000,,55000,,2021-09-01,2022-11-30,2021-12-15,Tavares Agency LLC,Nico Brown,Jamaica-United States,23,Greenville Triumph SC,attack - Left Winger,https://www.transfermarkt.us/nico-brown/profil/spieler/866253
F. Valencia,"AM,W",2025-12-31,Inter Miami,Fort Lauderdale,17.0,United States,United States,,0.0,30499.276115257722,30499.276115257722,,,,,,,,,,,,,,
D. Reyes,"FB,W",,Inter Miami,Fort Lauderdale,18.0,United States,United States,,0.0,68900.73512143911,68900.73512143911,,,,,,,,,,,,,,
B. Taghvai,"AM,W",,Inter Miami II,Fort Lauderdale,19.0,United States,United States,right,0.0,81730.97416758722,81730.97416758722,,,,,,,,,,,,,,
V. Evans,W,,Greenville Triumph,Fort Lauderdale,23.0,Jamaica,Jamaica,both,0.0,114303.95419495318,114303.95419495318,110000,,110000,,2021-12-23,2022-11-30,,,Venton Evans,Jamaica,23,Fort Lauderdale CF,attack - Right Winger,https://www.transfermarkt.us/venton-evans/profil/spieler/602239
